post_id	reply_id	sarcasm
3agnht	cscuex8	1
3agnht	cscipuy	0
3agokr	cscvuq9	1
3agokr	csd534r	0
3ags9u	cscij7l	1
3ags9u	cscmjld	0
3agt5f	cscz47h	1
3agt5f	cscvjvk	0
3agtfo	cscywgy	0
3agtfo	csd29zp	1
3agtyy	csci4tw	1
3agtyy	csctsd5	0
3agwqf	cscitz1	1
3agwqf	csciwp9	0
3agwui	cscszhx	0
3agwui	csctrhg	1
3agym4	csczovo	0
3agym4	cscjd0m	1
3agzeu	cscp2xs	1
3agzeu	cscvv1k	0
3ah0ly	csckv3w	1
3ah0ly	cscwn95	0
3ah14e	csczehy	0
3ah14e	csd2kex	1
3ah30n	csdgv1e	1
3ah30n	cscsfqe	0
3ah3k4	csd1tos	0
3ah3k4	cscubtw	1
3ah6od	cscul4j	1
3ah6od	csclq2g	0
3ah6y5	cscx1nb	1
3ah6y5	cscu2uq	0
3ah706	cscmd20	0
3ah706	csco4ur	1
3ah7my	csd56u3	0
3ah7my	csco5pj	1
3ah93s	cse7ghb	1
3ah93s	cscn2i0	0
3ahjch	cscv4nm	1
3ahjch	cscs7pu	0
3ahl91	csdeu8c	0
3ahl91	csct0y8	1
3ahmke	cscvt27	0
3ahmke	cscvj3t	1
3ahmr4	csd34vc	0
3ahmr4	cscq0rc	1
3ahu3r	cscv2c9	1
3ahu3r	csctgsg	0
3ahvsx	cscwc1f	0
3ahvsx	csczzsj	1
3ahz71	csd96fi	1
3ahz71	csczt5z	0
3ai0yd	cscwyxt	1
3ai0yd	csctrgg	0
3ai14c	csctb47	1
3ai14c	cscsx9f	0
3ai4ny	cscyf9z	1
3ai4ny	cscwg74	0
3ai4s9	cscvnmv	0
3ai4s9	cscwwlc	1
3ai5lf	csd92lj	1
3ai5lf	csd2ivw	0
3ai6l0	cscxxnh	1
3ai6l0	cscuv6u	0
3ai7ws	csdll0o	0
3ai7ws	csdrqiz	1
3ai84q	csd4at2	1
3ai84q	csd2gm1	0
3ai8rg	cseg0oj	0
3ai8rg	cscukjn	1
3aib5d	cscwi8l	1
3aib5d	cscv64q	0
3aidda	csdh9el	1
3aidda	cscys1l	0
3aidp9	csczbfo	0
3aidp9	cscvrjn	1
3aie7u	cscvz5x	0
3aie7u	cscxrg0	1
3aiev8	csd7mi0	0
3aiev8	csd2l92	1
3aihin	cscyebw	1
3aihin	cscx025	0
3aihjp	csd0t8r	0
3aihjp	csdh99m	1
3aikdr	csdbck6	0
3aikdr	csd9w8a	1
3aim1j	csdss7w	0
3aim1j	csd5u7j	1
3ainv6	csdtwn3	0
3ainv6	csd3o2j	1
3aiobi	csczr0q	1
3aiobi	csd00da	0
3aiof4	csdd7rd	1
3aiof4	csdgxhd	0
3aiozr	csdwm0j	1
3aiozr	csd53xz	0
3ait2v	csdbkqz	1
3ait2v	csdejp0	0
3aiz2b	csd5695	1
3aiz2b	csd2jqz	0
3aj121	csdrhlh	0
3aj121	csdf0ko	1
3aj29e	csdpuxa	1
3aj29e	csd5wof	0
3aj3k0	csd3hnk	1
3aj3k0	csd2hju	0
3aj5uz	cseldgi	0
3aj5uz	csdhhrm	1
3aj5zu	csd6zea	1
3aj5zu	csdd2v8	0
3ajag4	csd4jj9	1
3ajag4	csd4sll	0
3ajdxg	csdbqmm	1
3ajdxg	csdld9q	0
3ajh1i	csd7te0	0
3ajh1i	csdfr10	1
3ajo9j	csdgsps	0
3ajo9j	csdlkne	1
3ajpnl	csdaz69	1
3ajpnl	csdd6fw	0
3ajrgu	csdyscn	1
3ajrgu	csdltfe	0
3ajvm5	csdfgj2	0
3ajvm5	csdal3n	1
3ajwn0	csdaik6	1
3ajwn0	csdac4a	0
3ajyh4	csdcl83	1
3ajyh4	csdq3t5	0
3ajzsn	csdiwrk	1
3ajzsn	csdb9c4	0
3ak17d	csdtkak	0
3ak17d	csdt8ke	1
3ak25a	csdsfo5	1
3ak25a	csdu6l8	0
3ak89r	csddtcv	1
3ak89r	csddyrg	0
3ak90a	csds7vp	1
3ak90a	csdeli7	0
3ak9ri	csddug1	1
3ak9ri	csddu8l	0
3akaox	csdq7ir	1
3akaox	csdpt91	0
3akb9s	csdi1q3	1
3akb9s	csdh779	0
3akcov	csdjjdf	0
3akcov	csdttqg	1
3akcro	csdje1t	0
3akcro	csdmg3i	1
3akcvg	csdfdta	1
3akcvg	csdf3j6	0
3akd5x	csdfjnb	1
3akd5x	csdfsak	0
3akgs0	csdgkke	0
3akgs0	csdgbu9	1
3akhjj	cse32ch	1
3akhjj	cse7rb6	0
3aki1i	csefa3c	0
3aki1i	cseo0ns	1
3akj8l	csdms8c	0
3akj8l	csdog3s	1
3akllh	csdnhed	1
3akllh	csdrnvn	0
3al2gq	cse07t8	1
3al2gq	csdn2rq	0
3al2gy	csdnmc7	0
3al2gy	csee1qe	1
3al7aa	cse035f	1
3al7aa	csdqzim	0
3al7mw	cseann3	0
3al7mw	csdnmm7	1
3al992	csdp4ya	1
3al992	csdwzgq	0
3al9le	csdo1em	0
3al9le	csdt1he	1
3alc88	csdofz6	1
3alc88	csdogh5	0
3alcl2	csdouso	1
3alcl2	csdv37o	0
3algws	cse8v84	0
3algws	csdrms9	1
3alh5j	csdppzf	1
3alh5j	csdpl7z	0
3alhad	csdw6o8	0
3alhad	csdpnmo	1
3alikk	cse7q77	0
3alikk	csdr207	1
3alke0	csdyy5j	1
3alke0	csdztgg	0
3alkh6	cseqdhn	1
3alkh6	csdqi28	0
3alm2i	cse4t9f	1
3alm2i	cse1oe7	0
3almeo	csdx9zp	1
3almeo	csdzghw	0
3alnpq	csdrsw5	0
3alnpq	csfyoxz	1
3alroi	cse54k9	0
3alroi	cse6rru	1
3alu0i	cseow45	1
3alu0i	csdyfk6	0
3aluud	cse0xgd	0
3aluud	csdy6dd	1
3alxo6	cse66gi	1
3alxo6	csdy5bf	0
3alz2j	csehzhc	1
3alz2j	csef3b6	0
3alz4n	csdv70u	0
3alz4n	csdwmrj	1
3am23o	csdx0xz	0
3am23o	csesoyf	1
3am4bh	cseacb1	1
3am4bh	csdvhgi	0
3am4wr	csdvn4k	0
3am4wr	csdvhh3	1
3am6m3	cse4l5d	1
3am6m3	csdx72l	0
3am73o	csejyrh	0
3am73o	cse05im	1
3am8zd	csebswk	0
3am8zd	cse1p5t	1
3am94w	cse3toc	0
3am94w	csejuk6	1
3amauj	cse9ypr	0
3amauj	cse6rjt	1
3ambdk	csdyb0s	1
3ambdk	csdywxz	0
3ambns	cse4z5e	0
3ambns	csdxwyw	1
3ameh1	csecn57	1
3ameh1	cse53nc	0
3amf27	cse5r3t	1
3amf27	csebwgw	0
3amovk	csjfal5	1
3amovk	csegqal	0
3ampbh	cse2xns	1
3ampbh	cseeq0b	0
3ampuu	cse4s7o	0
3ampuu	cse2tsw	1
3amsj0	cse1sqj	0
3amsj0	cse3oya	1
3amu82	cse2822	1
3amu82	cse28nr	0
3amvu8	cse4m5f	1
3amvu8	cse32rg	0
3an000	cse3tug	0
3an000	csefvaz	1
3an6x0	csedrcq	0
3an6x0	cse9zdg	1
3an9o9	cse6dpm	0
3an9o9	cse6mm4	1
3an9rr	cseeivg	1
3an9rr	cseh68d	0
3anht3	cse8dpe	0
3anht3	cse8no4	1
3anmi0	csel4w0	0
3anmi0	cseu5uc	1
3anmzr	csegiwt	0
3anmzr	cseisfh	1
3annbi	cse9tq9	0
3annbi	csfp6ye	1
3anrmw	cseemcc	0
3anrmw	csf5d48	1
3anryo	csevhe7	0
3anryo	cseis1o	1
3anvbi	csesnav	1
3anvbi	cserlg3	0
3anyzd	csegmi0	1
3anyzd	csef6wr	0
3anzac	csesax3	0
3anzac	cseug4z	1
3ao1vd	cseduwg	1
3ao1vd	cseeb70	0
3ao4v3	csejy0s	1
3ao4v3	ct3jj6l	0
3ao5bf	csenmha	1
3ao5bf	csefa0k	0
3ao8q4	csesv9d	1
3ao8q4	csf9fc5	0
3ao9ym	csel0wm	1
3ao9ym	csepz7g	0
3aobl0	csei2hc	0
3aobl0	csegik6	1
3aoe41	csentr0	1
3aoe41	csek8x0	0
3aojzs	cservg8	1
3aojzs	csffrwu	0
3aokfm	csezvzw	0
3aokfm	csexc1w	1
3aokgo	csetfra	0
3aokgo	cseik7p	1
3aoori	cselgbs	0
3aoori	csexl2u	1
3aotyl	csepok0	0
3aotyl	csel22c	1
3aove9	csenz2v	0
3aove9	csfcn1w	1
3aozeg	csf406y	0
3aozeg	csf320y	1
3ap7n1	cseqef3	0
3ap7n1	cseo6qm	1
3apa21	cseswnq	1
3apa21	cser1o3	0
3apb1t	cseoxzj	1
3apb1t	cseqjwm	0
3apbxo	csetoxl	0
3apbxo	csexcqi	1
3apc9y	csf7nuq	0
3apc9y	csepfh8	1
3apdck	csf5z1a	1
3apdck	csex65n	0
3apge1	csg1jts	0
3apge1	cset48u	1
3apgj1	csf0iu4	1
3apgj1	csepujl	0
3apgl3	csf0lu1	1
3apgl3	csew76h	0
3apheh	csfhogv	0
3apheh	csfgxd8	1
3aps8e	cseyttq	1
3aps8e	csezhej	0
3apsgj	cseslxr	0
3apsgj	csesvmb	1
3aptnf	cseye2v	0
3aptnf	csfph05	1
3apuaz	cseu63a	0
3apuaz	csfdjzu	1
3apwi9	cseuw0f	1
3apwi9	cseuye5	0
3apwof	csex7pg	0
3apwof	csf12k3	1
3apy6h	csez8lv	0
3apy6h	csg201k	1
3apynu	csev1qw	1
3apynu	csexp32	0
3aq21j	csf305k	0
3aq21j	csg0gga	1
3aq386	csevskg	0
3aq386	csew230	1
3aq3c4	csewjiu	0
3aq3c4	csf16q9	1
3aq5b1	csfekps	0
3aq5b1	csfa2w1	1
3aq7ml	csfg96w	0
3aq7ml	csfb1o2	1
3aq7u6	csewzj8	0
3aq7u6	csf5e22	1
3aq804	csexa77	0
3aq804	cseyfyj	1
3aq8ii	csex52w	0
3aq8ii	cseyq6v	1
3aq8wf	csfh0ch	0
3aq8wf	csfjtqs	1
3aq94v	csfhykp	1
3aq94v	csf0a31	0
3aqa49	csf6gsx	0
3aqa49	csf1yb0	1
3aqc5d	csf058v	1
3aqc5d	csffqvv	0
3aqhxp	csf0028	1
3aqhxp	csezoxv	0
3aqmja	csfy3ib	0
3aqmja	csfeunz	1
3aqmsw	csf7bjo	1
3aqmsw	csfthag	0
3aqndj	csfapuj	0
3aqndj	csf2ikd	1
3aqpmx	csf217i	1
3aqpmx	csf3wxy	0
3aqq75	csfgc9m	0
3aqq75	csf38h8	1
3aquge	csf3qn3	0
3aquge	csf5d6b	1
3aqxdd	csfltjt	0
3aqxdd	csfeq0n	1
3aqylb	csfbmdf	1
3aqylb	csfng4a	0
3ar1mt	csf637q	1
3ar1mt	csff36z	0
3ar2md	csf5p1f	1
3ar2md	csf6tdk	0
3ar36r	csfno48	0
3ar36r	csfpgnm	1
3ar4pw	csf6ayg	1
3ar4pw	csf9p2x	0
3ar5e5	csfhy84	1
3ar5e5	csf8xfj	0
3ardxh	csfm0i7	0
3ardxh	csf94cb	1
3are5v	csf9uqt	1
3are5v	csfasa3	0
3arf83	csf9rvq	1
3arf83	csf9nj3	0
3armaf	csfgxfe	0
3armaf	csfbhw6	1
3armh0	csfbm9d	1
3armh0	csfoatv	0
3arnoz	csfjq0m	1
3arnoz	csfml2t	0
3arv5y	csfnb4q	1
3arv5y	csfs3e6	0
3arx54	csfgadt	1
3arx54	csfep3d	0
3aryor	csftpn2	1
3aryor	csfr62v	0
3arzxk	csfnazu	1
3arzxk	csftasz	0
3as2lc	csfg0ne	1
3as2lc	csg58eg	0
3as590	csg9mvk	0
3as590	csfvc9e	1
3asa8c	csgf5hr	1
3asa8c	csfjd5x	0
3asd7s	csfzhu9	1
3asd7s	csfpfe1	0
3asd94	csfy6a9	1
3asd94	csfoy0n	0
3asejf	cshi97w	0
3asejf	csgmedq	1
3ash8j	csfyl12	1
3ash8j	csfu4s6	0
3asn7a	csflbr9	0
3asn7a	csflnp0	1
3asomv	csfwlv9	1
3asomv	csgg3f0	0
3astzo	csfo02g	0
3astzo	csgeggn	1
3at423	csfqbyd	0
3at423	csg6kda	1
3at6xl	csgequu	1
3at6xl	csglzkm	0
3at7b0	csfq5qe	1
3at7b0	csgciu9	0
3atfb3	csgckmd	0
3atfb3	csfvfg6	1
3atfjx	csg8cpd	1
3atfjx	csg14kn	0
3atj69	csg4tnp	0
3atj69	csgvj7d	1
3atk2t	csg34o3	0
3atk2t	csg38q2	1
3atky3	csgo32c	0
3atky3	csg9u32	1
3atnqj	csg6ib9	0
3atnqj	csg5nto	1
3atnx1	csgc5o1	0
3atnx1	csgy5vx	1
3atsrn	csgg7g5	0
3atsrn	csggpt1	1
3attq0	csfv3o9	0
3attq0	csfv4ea	1
3atuqn	csg1h5p	1
3atuqn	csg1vzn	0
3atusy	csfvey7	1
3atusy	csfxdgz	0
3atvzl	csfw8c0	0
3atvzl	csgevpl	1
3atw4n	csgh1nx	0
3atw4n	cshc0gn	1
3atzab	csg2tg2	1
3atzab	csgi6nf	0
3au2td	csfxjux	0
3au2td	csfxnid	1
3au3jm	csgizg8	0
3au3jm	csg50sj	1
3au3lv	csfxr6x	1
3au3lv	csfxrlt	0
3au5j7	csg3njo	0
3au5j7	csg2661	1
3au61f	csfyz1k	0
3au61f	csg0prm	1
3au6oj	csfzkeg	1
3au6oj	csfyw4z	0
3au9f1	csg0ifq	1
3au9f1	csg01qw	0
3auayd	csh5bq9	0
3auayd	csg3fc6	1
3auc9s	csg2kqc	0
3auc9s	csg1vmu	1
3aucvq	csgc31j	0
3aucvq	csg9vjg	1
3aud9w	csg4gtg	1
3aud9w	csg6uql	0
3auft5	csgncia	0
3auft5	csg5bnk	1
3aug4b	csg9sk5	0
3aug4b	csg36an	1
3aui3c	csga8nt	1
3aui3c	csg31g1	0
3aujlu	csgbag2	1
3aujlu	csg31uy	0
3aulr7	csgj44h	1
3aulr7	csgncee	0
3aup4j	csgoe0e	1
3aup4j	csgpth3	0
3aup94	csgmdie	1
3aup94	csgq9hc	0
3aupkw	csgkl1n	1
3aupkw	csgartb	0
3aur06	csggtwk	1
3aur06	csg9u6a	0
3aur10	csh3876	1
3aur10	csnicw5	0
3autrp	csg5y1i	0
3autrp	csg8pul	1
3auw62	csgsvlm	0
3auw62	csgasjr	1
3auxkp	csgxiul	1
3auxkp	csgz58u	0
3auy2o	csgbiee	0
3auy2o	csgjcei	1
3auzfx	csgapos	1
3auzfx	csgvo31	0
3av22c	csgnkx5	0
3av22c	cshj4ns	1
3av6fi	csggs0o	1
3av6fi	csgsefj	0
3av6nn	csg9470	0
3av6nn	csg8u6z	1
3av8ds	csgbyld	1
3av8ds	csgdafp	0
3avexm	csge7wa	1
3avexm	cshoyxh	0
3avl6w	csgdn7d	0
3avl6w	csgd4fs	1
3avm7y	csgd2kc	0
3avm7y	csgdqm8	1
3avngt	csgfsz0	0
3avngt	csgh6oz	1
3avo23	csgfhkv	1
3avo23	csgg1zr	0
3avoxt	csgfryd	1
3avoxt	csi2ni7	0
3avqo1	csgsxan	1
3avqo1	csgqh9v	0
3avw11	csgtxdg	0
3avw11	csgk3t4	1
3aw0ss	csghcv7	0
3aw0ss	csgh8vn	1
3aw2sk	csgt092	0
3aw2sk	csgm2ss	1
3aw5ph	csgpvfu	0
3aw5ph	csh79xv	1
3aw68b	csh980t	1
3aw68b	csglppk	0
3awa2l	csh2zfy	0
3awa2l	csh2i3q	1
3awhg4	csgmlsq	1
3awhg4	csgo9cc	0
3awjw8	csgsm03	1
3awjw8	csgmlb1	0
3awkk8	csgyx1s	0
3awkk8	csgspy8	1
3awmt5	csh0nms	0
3awmt5	csgu99f	1
3awotp	csgo0vg	0
3awotp	csgnmnq	1
3awptt	csgsq26	1
3awptt	csgt5oo	0
3awxpa	cshujtw	1
3awxpa	csi28zm	0
3ax0me	cshqto5	1
3ax0me	csgtbor	0
3ax3ih	csh2krw	1
3ax3ih	cshd837	0
3axcja	csgvjxt	1
3axcja	cshcafs	0
3axd22	csgu365	1
3axd22	csgwt0y	0
3axdro	csgycr5	0
3axdro	csgxs3y	1
3axhuu	csh1tvv	1
3axhuu	csgw3yq	0
3axi8p	csi2sv0	1
3axi8p	csh3ny1	0
3axiwr	csgx82s	0
3axiwr	csgv7gu	1
3axj4w	csh4drt	1
3axj4w	csgvt50	0
3axl3k	csh61ib	0
3axl3k	csgybch	1
3axlvq	csgwbdq	1
3axlvq	csgvv4z	0
3axnje	csgw96h	0
3axnje	cshi6xg	1
3axofp	csgzbc7	1
3axofp	cshak1b	0
3axts5	csi0byy	0
3axts5	cshgomc	1
3axttx	csh99u9	0
3axttx	cshg1ay	1
3axv3k	cshxg84	0
3axv3k	cshmc6i	1
3axvt4	csh40nh	0
3axvt4	csh61i5	1
3axxrq	csh32g7	1
3axxrq	csh3y53	0
3axy13	csgyaub	0
3axy13	csh7lrl	1
3ay074	csh1ghs	0
3ay074	cshho52	1
3ay0kx	csh1i1m	1
3ay0kx	csh16kw	0
3ay2o6	csh0r0q	0
3ay2o6	csh040i	1
3ay49j	cshaznr	0
3ay49j	csh3v0z	1
3ay4cc	csgzybp	1
3ay4cc	csh0ar1	0
3ay7u0	cshfb93	1
3ay7u0	csh4xyq	0
3ayd78	csh38q3	0
3ayd78	cshfsm3	1
3aydd3	cshfjlb	1
3aydd3	csh2yle	0
3ayjrx	cshkmhl	0
3ayjrx	csh868m	1
3aykoe	cshe7cd	0
3aykoe	csi1ja0	1
3aykpj	csh781a	0
3aykpj	csh5qfa	1
3aylke	csh6bp1	1
3aylke	csh5oeq	0
3aym7k	cshj39b	0
3aym7k	cshq6pk	1
3ayn7s	cshi7nd	0
3ayn7s	csht2oe	1
3ayrop	csj4kb4	1
3ayrop	csk3q0t	0
3ayyup	csh9lzj	1
3ayyup	csh8j9x	0
3az07i	cshnjl9	0
3az07i	cshcw7f	1
3az0vy	cshdw9s	0
3az0vy	cshevmh	1
3az3ji	cshad22	0
3az3ji	cshb4zv	1
3az9nz	cshbnpm	0
3az9nz	cshmp2m	1
3azb1o	cshk1gp	0
3azb1o	cshc6xg	1
3azcui	cshctn2	0
3azcui	cshvgxx	1
3azdy1	csi2et3	1
3azdy1	csljitx	0
3azezz	cshjx1j	1
3azezz	cshp3mg	0
3azgev	cshfty9	0
3azgev	cshedy7	1
3azj3j	cshli7g	0
3azj3j	csid5ed	1
3azjdv	cshjvhz	0
3azjdv	cshpuu8	1
3azkeu	cshwpao	1
3azkeu	cshtwoz	0
3azl7m	cshfg6w	1
3azl7m	cshi3d2	0
3azml3	cshsr4p	1
3azml3	csi4u1w	0
3azrzw	cshkguq	1
3azrzw	csi2jer	0
3aztyg	csicn69	1
3aztyg	cshx753	0
3azvmw	cshiq5e	0
3azvmw	cshiape	1
3b00eb	cshymeg	0
3b00eb	csi7m1c	1
3b01ux	cshk9lk	1
3b01ux	csi5ypy	0
3b03ct	cshkj6j	1
3b03ct	cshl4cv	0
3b09fx	cstmt2s	1
3b09fx	csi0o5g	0
3b0foq	cshz850	1
3b0foq	cshzulu	0
3b0hfa	cshpk0o	0
3b0hfa	cshqngj	1
3b0ib7	csicc8w	1
3b0ib7	cshtl4b	0
3b0o1q	cshyqf2	1
3b0o1q	cshy5b5	0
3b0obe	csi684r	1
3b0obe	csi4n9r	0
3b0pbv	csi7juc	1
3b0pbv	cshz5ro	0
3b0ucj	csi07x3	1
3b0ucj	cshumxx	0
3b0weo	cshv5g3	1
3b0weo	cshumjk	0
3b0wm0	csigtdg	0
3b0wm0	cshuoce	1
3b0yvf	cshviwe	1
3b0yvf	cshvpow	0
3b0zli	cshwfjw	0
3b0zli	cshz0la	1
3b1008	cshtpdv	1
3b1008	csi7qk7	0
3b19pi	csi09zl	0
3b19pi	cshwof6	1
3b1ae7	csibyfc	1
3b1ae7	csi62kw	0
3b1chd	cshwzu2	0
3b1chd	cshxpzv	1
3b1dw6	csia1t4	1
3b1dw6	cshxfcf	0
3b1krc	csii20b	0
3b1krc	csi7rwz	1
3b1lyq	cshzfbs	0
3b1lyq	csillb4	1
3b1mpl	csirzb6	0
3b1mpl	csi5bsw	1
3b1sm5	csi71ze	1
3b1sm5	csib4hw	0
3b1uyd	csi3klb	1
3b1uyd	csi3sf1	0
3b1vm8	csinqcj	1
3b1vm8	csiew0g	0
3b1y1t	csi4b0y	0
3b1y1t	csi3ok5	1
3b2267	csi4z4e	0
3b2267	csi4v02	1
3b233n	csidair	0
3b233n	csighhj	1
3b24qk	csj3xrp	1
3b24qk	csinr4s	0
3b26ed	csixz2z	0
3b26ed	csidl23	1
3b27m5	csigf2d	0
3b27m5	csidsr6	1
3b28e8	csj68dk	0
3b28e8	csia7an	1
3b29ew	csi9fvh	0
3b29ew	csicziu	1
3b2b8p	csih61s	1
3b2b8p	csj14ba	0
3b2e6h	csi7dhn	1
3b2e6h	csihh9b	0
3b2jpl	csib36f	0
3b2jpl	csiblpa	1
3b2kp4	csi9k4z	0
3b2kp4	csif7rd	1
3b2lif	csiczfz	0
3b2lif	csijxai	1
3b2nt4	csiw6vr	1
3b2nt4	csig2k8	0
3b2oy8	csilldf	0
3b2oy8	csi8sxo	1
3b2pmd	csi8zel	1
3b2pmd	csic5qh	0
3b2r8l	csi90k9	0
3b2r8l	csi911x	1
3b2rv1	csiabkt	1
3b2rv1	csipg6i	0
3b2t1c	csl80jz	1
3b2t1c	csilprx	0
3b2twn	csi9tci	1
3b2twn	csj9p2y	0
3b2ujn	csiqmw0	0
3b2ujn	csiw8ln	1
3b2ulj	csip62q	0
3b2ulj	csidqro	1
3b2vip	csiko9x	0
3b2vip	csiz2o9	1
3b2vsd	csjausy	1
3b2vsd	csicrbb	0
3b2wb4	csiag1h	0
3b2wb4	csibqu7	1
3b2ze7	csiftee	0
3b2ze7	csidmfd	1
3b3073	csicap4	1
3b3073	csj8yw4	0
3b30e2	csicv6d	0
3b30e2	csitwk9	1
3b30ls	csiuy5b	0
3b30ls	csin1j6	1
3b32jr	csjib16	1
3b32jr	csiclm9	0
3b3387	csida6l	1
3b3387	csicqmn	0
3b33h2	csj1qey	0
3b33h2	csig3rs	1
3b33te	csie3pp	1
3b33te	csimnrv	0
3b35gm	csjbp20	0
3b35gm	csiebrn	1
3b35yr	csivks0	1
3b35yr	csisauq	0
3b36mc	csiexpq	1
3b36mc	csif8sr	0
3b37gv	csifbhc	0
3b37gv	csixi3z	1
3b39jy	csigrt6	0
3b39jy	csifzrv	1
3b3aqy	csieshs	0
3b3aqy	csiekf8	1
3b3cvo	csip03b	0
3b3cvo	csj0x5d	1
3b3d82	csiq2hc	1
3b3d82	csixvsb	0
3b3f9k	csii3w6	0
3b3f9k	csj3vks	1
3b3hm4	csihv8r	0
3b3hm4	csind4c	1
3b3it2	csiqjne	1
3b3it2	csijxta	0
3b3krj	csis2ec	1
3b3krj	csjj2wi	0
3b3lwh	csiwzg0	1
3b3lwh	csj316a	0
3b3m6d	csimi2b	0
3b3m6d	csilenq	1
3b3rnh	csj15y1	1
3b3rnh	csj2ijn	0
3b3v59	csiz23k	1
3b3v59	csj54mx	0
3b3vti	csikx8z	1
3b3vti	csikysk	0
3b3xwf	csiwm9a	1
3b3xwf	csj5m4c	0
3b405y	csiyhv6	0
3b405y	csjjj3h	1
3b4213	csj1l19	0
3b4213	csiw6ey	1
3b47el	csj45ok	1
3b47el	csj5qe4	0
3b48dk	csipjco	1
3b48dk	csir08w	0
3b4ge8	csiqq6f	0
3b4ge8	csiquox	1
3b4ht2	csjnqg3	1
3b4ht2	csitliu	0
3b4i1d	csirae7	0
3b4i1d	csir6hp	1
3b4i2y	csiwwyr	0
3b4i2y	csis3fh	1
3b4m5d	csj35sy	1
3b4m5d	csj5sul	0
3b4m6h	csj5qx4	1
3b4m6h	csj2yhf	0
3b4p9g	csiw0w0	0
3b4p9g	csjbx1o	1
3b4pzy	csiw3ev	0
3b4pzy	csiw0c3	1
3b4qd0	csjb9bo	0
3b4qd0	csitj1y	1
3b4rnh	csj3llz	1
3b4rnh	csj12l3	0
3b4ryy	csiy34b	0
3b4ryy	csjq9dk	1
3b514v	csjbqul	1
3b514v	csj8ctc	0
3b52w5	csk0h2a	0
3b52w5	csiyr79	1
3b56en	csiyko2	1
3b56en	csiyl6n	0
3b5isf	csje4nc	0
3b5isf	csj7nck	1
3b5jza	cspsqnv	0
3b5jza	csj7dul	1
3b5ll4	csjg2ld	0
3b5ll4	csjkh9c	1
3b5lte	csj2i3w	0
3b5lte	csj2jst	1
3b5oac	csj81j2	1
3b5oac	csj4fws	0
3b5pc8	csjlfh3	0
3b5pc8	csjapvx	1
3b5qon	csjjqgq	0
3b5qon	csjotah	1
3b5rao	csj4y8g	0
3b5rao	csj9pra	1
3b5sp5	csj553t	1
3b5sp5	csj4fpo	0
3b5svh	csj49vu	0
3b5svh	csjmqc5	1
3b5usd	csjsjzu	0
3b5usd	csjs9v3	1
3b5wn2	csk5u76	1
3b5wn2	csjb8sb	0
3b6557	csj8ufn	0
3b6557	csjakwq	1
3b67ut	csjezty	1
3b67ut	csk00yc	0
3b6ate	csjyuin	1
3b6ate	csjbv7d	0
3b6dq2	csje4xq	0
3b6dq2	csjdw3o	1
3b6fzl	csjpxm0	1
3b6fzl	csjpp1h	0
3b6gc6	csjw4pu	1
3b6gc6	csjridd	0
3b6hdg	csj9ye1	0
3b6hdg	csjsw5m	1
3b6hky	csj9xbn	0
3b6hky	csj9uvc	1
3b6hvy	csj9uqw	1
3b6hvy	csj9z2v	0
3b6kfb	csjhm92	1
3b6kfb	csjifb8	0
3b6kxo	csjxht6	1
3b6kxo	csjlswq	0
3b6l40	csjdtw9	1
3b6l40	csjjcrz	0
3b6ljj	csjbgle	0
3b6ljj	csjpgnc	1
3b6lpx	csjdnyj	1
3b6lpx	csjbx3j	0
3b6mdy	csjd7t4	0
3b6mdy	csjiz60	1
3b6myz	csjb6np	0
3b6myz	csjlx4h	1
3b6nl5	csjnio3	1
3b6nl5	csjduuf	0
3b6ppr	csjmazi	1
3b6ppr	csjbonh	0
3b6spf	csjci74	0
3b6spf	csjftyd	1
3b6unv	csjd2pn	1
3b6unv	csjl7m2	0
3b6ws4	csk1ves	0
3b6ws4	csk3a8r	1
3b6xnr	cskfmyo	1
3b6xnr	csk62h5	0
3b6xvq	csje2bw	1
3b6xvq	csjmi9m	0
3b6z1u	csjr0d5	1
3b6z1u	csjeq55	0
3b6z4x	csjrb22	0
3b6z4x	csjruef	1
3b6zln	csjfu4p	1
3b6zln	csjm2uq	0
3b6zoy	csjqczu	1
3b6zoy	csjrq93	0
3b70ta	cske74n	0
3b70ta	csjimgm	1
3b7212	csjklgg	0
3b7212	csjesti	1
3b72wu	csjl514	1
3b72wu	csjh618	0
3b73sm	csjmxld	0
3b73sm	csjmmbo	1
3b748z	csjs4e8	1
3b748z	csjmhv8	0
3b74vd	csjkq7m	0
3b74vd	csjl3c5	1
3b78zd	csjv2zs	1
3b78zd	csjhgkd	0
3b79u2	csjhaou	0
3b79u2	cskfcsr	1
3b7co2	csk6446	0
3b7co2	cskennf	1
3b7czu	csjk33b	0
3b7czu	csjl6pj	1
3b7dkv	csjnnez	0
3b7dkv	csjp065	1
3b7ebo	csjy2qj	1
3b7ebo	csjkdst	0
3b7h7k	csjwmdz	0
3b7h7k	csjwwj4	1
3b7iwo	csjoq9y	1
3b7iwo	cskbg01	0
3b7l7l	csjmd68	0
3b7l7l	csjrcrp	1
3b7lbs	csk7fzc	0
3b7lbs	csk09ak	1
3b7luh	csjlyfp	1
3b7luh	csju9a8	0
3b7mxf	csjuyxz	0
3b7mxf	csk0vls	1
3b7p6o	csjxwiy	1
3b7p6o	csjuenk	0
3b7rec	csk65d5	0
3b7rec	csjt3j6	1
3b7rov	csjyf8f	1
3b7rov	csju0ss	0
